 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,80,270.262,13.848,0.994,1.081,0.925,0.920
2,91,337.722,46.856,0.967,1.065,0.939,0.933
3,48,355.739,70.111,0.906,1.376,0.727,0.857
4,91,394.545,88.358,0.770,2.406,0.416,0.897
5,82,50.239,115.779,0.617,3.098,0.323,0.816
6,104,320.386,129.358,0.531,3.739,0.267,0.732
7,111,419.747,124.024,0.590,3.412,0.293,0.851
8,84,135.919,154.138,1.000,1.087,0.920,0.944
9,57,195.454,162.950,0.807,1.956,0.511,0.870
10,195,185.740,181.005,0.356,2.379,0.420,0.610
11,119,58.700,191.124,0.442,4.810,0.208,0.723
12,66,229.142,200.680,0.988,1.047,0.955,0.930
13,74,205.181,210.699,0.954,1.192,0.839,0.897
14,73,61.780,212.614,0.994,1.096,0.913,0.930
15,99,210.821,225.715,0.497,4.122,0.243,0.818
16,81,387.498,232.537,0.821,1.811,0.552,0.910
17,99,85.095,232.670,0.459,3.873,0.258,0.750
18,136,310.407,321.811,0.702,2.288,0.437,0.875
19,47,285.964,339.474,0.966,1.536,0.651,0.949
20,144,307.190,347.275,0.509,4.009,0.249,0.796
21,147,298.671,364.651,0.666,2.990,0.334,0.850
22,87,112.525,362.905,0.991,1.081,0.925,0.930
23,70,320.846,364.626,0.870,1.751,0.571,0.903
24,82,310.863,385.101,0.983,1.012,0.988,0.932
25,58,13.585,392.446,0.960,1.379,0.725,0.935
26,86,143.168,398.985,0.872,1.741,0.574,0.910
27,70,274.921,398.797,0.870,1.639,0.610,0.903
28,93,472.601,400.440,1.000,1.043,0.959,0.921
29,70,260.363,407.244,0.797,1.828,0.547,0.897
30,151,185.469,414.656,0.338,6.676,0.150,0.709
31,121,479.940,430.077,0.525,4.249,0.235,0.820
32,50,159.533,440.403,0.903,1.359,0.736,0.893
33,97,465.168,451.897,0.628,3.037,0.329,0.826
34,80,159.885,457.614,0.691,2.552,0.392,0.930
35,76,140.967,455.312,0.911,1.633,0.612,0.927
36,79,119.728,461.373,0.982,1.285,0.778,0.929
37,61,31.308,466.453,0.830,1.931,0.518,0.904
38,86,25.648,495.551,0.933,1.573,0.636,0.920
39,40,128.213,497.167,0.906,1.625,0.615,0.889
40,89,214.722,501.306,0.602,3.388,0.295,0.805
