 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,93,279.443,21.092,0.988,1.091,0.917,0.944
2,76,109.892,30.308,0.959,1.110,0.901,0.933
3,78,340.035,36.529,1.000,1.103,0.907,0.951
4,99,127.404,51.624,1.000,1.079,0.927,0.934
5,58,364.903,71.346,0.960,1.203,0.831,0.913
6,88,281.647,79.806,1.000,1.095,0.913,0.926
7,52,91.950,104.150,1.000,1.142,0.876,0.920
8,70,473.150,105.214,0.991,1.057,0.946,0.921
9,69,46.409,116.019,0.939,1.241,0.806,0.902
10,84,411.882,121.066,1.000,1.047,0.955,0.933
11,98,321.455,130.307,0.577,3.509,0.285,0.794
12,97,364.734,138.849,0.970,1.080,0.926,0.907
13,81,285.045,144.288,1.000,1.060,0.944,0.926
14,85,135.988,154.481,0.968,1.129,0.885,0.909
15,83,488.085,158.897,0.995,1.024,0.977,0.938
16,93,197.850,165.248,0.760,2.052,0.487,0.907
17,66,209.173,178.509,1.000,1.073,0.932,0.904
18,82,35.423,180.959,0.968,1.070,0.934,0.901
19,66,228.550,200.562,1.000,1.031,0.969,0.923
20,93,363.157,202.999,0.975,1.147,0.872,0.925
21,74,204.160,210.666,0.954,1.192,0.839,0.897
22,102,209.946,225.903,0.512,3.948,0.253,0.836
23,84,184.682,238.983,0.992,1.043,0.959,0.923
24,73,40.787,239.778,1.000,1.146,0.873,0.930
25,100,326.325,302.362,0.981,1.025,0.975,0.939
26,135,309.332,318.537,0.710,2.130,0.470,0.885
27,85,352.871,320.657,0.983,1.033,0.968,0.944
28,136,332.152,324.863,0.967,1.190,0.840,0.935
29,84,144.135,358.067,0.971,1.040,0.961,0.933
30,77,194.869,361.030,1.000,1.073,0.932,0.922
31,83,155.019,370.765,0.995,1.069,0.935,0.938
32,76,10.807,377.966,1.000,1.074,0.931,0.916
33,87,287.568,387.872,0.991,1.081,0.925,0.930
34,83,142.602,394.875,0.946,1.089,0.918,0.907
35,140,267.897,407.158,0.467,3.538,0.283,0.739
36,133,184.042,414.223,0.461,3.851,0.260,0.686
37,98,23.244,423.414,1.000,1.065,0.939,0.938
38,123,479.815,429.383,0.545,3.944,0.254,0.826
39,71,116.439,449.069,1.000,1.070,0.935,0.916
40,92,465.596,451.802,0.692,2.627,0.381,0.868
41,73,139.380,453.353,0.994,1.150,0.869,0.930
42,94,157.458,454.180,0.953,1.075,0.930,0.917
43,52,30.366,463.170,0.463,4.090,0.245,0.782
