 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,90,347.325,40.914,0.990,1.095,0.913,0.938
2,50,359.225,70.010,0.944,1.448,0.691,0.893
3,82,397.472,85.853,0.831,1.945,0.514,0.916
4,79,49.575,115.755,0.638,2.917,0.343,0.836
5,99,320.237,129.402,0.523,3.896,0.257,0.742
6,110,419.564,124.008,0.599,3.316,0.302,0.853
7,83,135.948,154.302,0.980,1.091,0.917,0.907
8,51,194.453,162.387,0.829,1.961,0.510,0.872
9,205,185.142,180.624,0.345,2.241,0.446,0.584
10,113,58.684,190.503,0.416,4.731,0.211,0.683
11,61,229.016,201.262,0.951,1.063,0.941,0.904
12,73,57.232,207.445,1.000,1.146,0.873,0.930
13,70,205.013,210.811,0.938,1.187,0.843,0.886
14,85,402.135,224.045,0.850,2.008,0.498,0.899
15,97,210.770,225.889,0.487,4.361,0.229,0.815
16,98,84.684,232.643,0.476,3.542,0.282,0.734
17,113,307.968,322.735,0.836,1.875,0.533,0.934
18,50,288.383,337.537,0.962,1.390,0.719,0.909
19,201,313.583,352.712,0.314,6.594,0.152,0.702
20,146,299.960,363.231,0.633,3.088,0.324,0.844
21,86,112.544,364.742,0.980,1.101,0.908,0.915
22,83,314.807,382.987,1.000,1.024,0.977,0.938
23,90,476.997,391.880,0.990,1.040,0.961,0.928
24,59,13.526,392.191,0.959,1.321,0.757,0.894
25,85,143.120,398.778,0.861,1.706,0.586,0.904
26,68,274.868,398.900,0.877,1.665,0.600,0.889
27,90,499.611,404.582,0.749,2.379,0.420,0.882
28,68,260.325,407.256,0.877,1.719,0.582,0.907
29,140,185.583,414.829,0.328,6.869,0.146,0.695
30,118,480.110,430.057,0.512,4.298,0.233,0.805
31,48,160.479,432.255,1.000,1.248,0.801,0.914
32,77,157.819,448.759,0.755,2.249,0.445,0.901
33,94,465.288,451.587,0.602,3.049,0.328,0.828
34,71,140.595,455.830,0.930,1.521,0.657,0.928
35,75,119.568,462.122,0.983,1.156,0.865,0.932
36,61,31.295,466.412,0.830,1.931,0.518,0.904
37,85,25.136,496.333,0.968,1.467,0.681,0.934
38,92,214.368,501.739,0.577,3.426,0.292,0.790
