 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,72,77.666,22.551,1.000,1.087,0.920,0.935
2,94,129.576,31.488,0.985,1.022,0.979,0.926
3,89,177.724,49.235,0.979,1.076,0.929,0.932
4,79,321.690,49.142,1.000,1.014,0.987,0.924
5,54,365.218,71.505,0.993,1.298,0.770,0.939
6,83,218.974,110.325,0.980,1.064,0.940,0.912
7,70,47.098,115.637,0.870,1.774,0.564,0.909
8,84,414.960,123.068,1.000,1.047,0.955,0.933
9,98,391.256,124.622,0.993,1.012,0.988,0.929
10,95,321.245,129.533,0.519,3.763,0.266,0.766
11,81,135.898,154.025,1.000,1.117,0.895,0.936
12,66,470.515,158.333,0.988,1.031,0.969,0.923
13,89,197.353,165.312,0.666,2.488,0.402,0.908
14,79,263.455,174.119,0.967,1.057,0.947,0.893
15,78,294.791,185.541,1.000,1.143,0.875,0.945
16,88,54.526,188.845,0.690,2.232,0.448,0.880
17,66,201.111,194.324,1.000,1.315,0.760,0.936
18,63,228.202,201.288,1.000,1.018,0.983,0.913
19,69,204.640,210.423,0.924,1.449,0.690,0.890
20,89,357.337,213.935,0.979,1.076,0.929,0.932
21,99,210.124,225.453,0.492,4.000,0.250,0.805
22,81,488.077,228.876,0.971,1.056,0.947,0.926
23,78,79.811,231.869,0.790,1.743,0.574,0.886
24,77,138.933,267.794,0.993,1.082,0.924,0.922
25,71,170.294,342.519,1.000,1.105,0.905,0.916
26,94,306.321,351.102,0.985,1.315,0.761,0.931
27,83,343.381,351.721,1.000,1.237,0.808,0.943
28,68,8.448,357.394,0.727,2.401,0.416,0.840
29,56,318.191,365.017,0.967,1.183,0.845,0.911
30,83,145.690,366.615,0.995,1.198,0.834,0.933
31,111,301.060,371.249,0.935,1.444,0.693,0.929
32,125,343.029,371.227,0.914,1.150,0.869,0.903
33,77,142.635,395.389,0.993,1.100,0.909,0.917
34,82,300.756,397.242,1.000,1.080,0.926,0.932
35,67,276.536,405.138,0.864,1.516,0.660,0.876
36,67,261.579,407.470,0.948,1.651,0.606,0.924
37,138,185.288,414.548,0.380,5.523,0.181,0.693
38,117,480.290,429.084,0.523,4.224,0.237,0.824
39,91,153.057,437.357,0.954,1.139,0.878,0.905
40,89,465.852,451.818,0.651,2.782,0.359,0.840
41,76,118.730,454.128,0.980,1.040,0.962,0.905
42,75,140.774,453.863,0.967,1.238,0.808,0.904
43,94,160.107,453.964,0.953,1.201,0.833,0.913
44,54,30.791,464.121,0.603,2.726,0.367,0.844
45,90,9.522,479.216,0.990,1.217,0.822,0.933
46,84,23.906,495.214,1.000,1.047,0.955,0.944
