 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,67,436.571,26.371,1.000,1.047,0.955,0.931
2,96,279.964,28.847,0.973,1.207,0.829,0.932
3,82,212.447,35.883,0.934,1.063,0.941,0.901
4,59,365.344,71.837,0.976,1.428,0.700,0.937
5,85,420.998,81.443,0.968,1.093,0.915,0.909
6,67,43.451,113.408,1.000,1.035,0.966,0.931
7,81,22.166,122.088,1.000,1.035,0.966,0.926
8,83,412.440,121.501,0.946,1.152,0.868,0.912
9,100,321.437,130.354,0.611,3.041,0.329,0.797
10,95,354.064,144.293,0.950,1.095,0.913,0.900
11,84,136.580,154.735,0.957,1.165,0.859,0.908
12,99,196.807,165.308,0.809,1.985,0.504,0.921
13,78,214.103,165.008,1.000,1.131,0.884,0.918
14,74,16.079,165.615,1.000,1.080,0.926,0.925
15,84,160.874,172.098,1.000,1.045,0.957,0.944
16,65,228.821,201.277,0.920,1.015,0.985,0.884
17,73,296.853,209.778,1.000,1.155,0.866,0.930
18,71,204.031,210.850,0.989,1.231,0.812,0.904
19,98,209.942,226.036,0.521,3.944,0.254,0.834
20,92,302.547,254.186,0.978,1.090,0.918,0.939
21,123,243.603,265.205,0.841,1.792,0.558,0.908
22,76,150.133,270.956,0.944,1.086,0.921,0.905
23,129,265.051,277.176,0.943,1.125,0.889,0.918
24,86,107.029,289.867,0.994,1.025,0.976,0.945
25,109,185.779,303.520,0.844,1.910,0.524,0.905
26,90,120.606,317.929,0.990,1.106,0.904,0.928
27,80,273.709,336.239,0.994,1.038,0.964,0.920
28,74,10.989,378.539,1.000,1.136,0.881,0.925
29,101,159.907,385.251,0.946,1.099,0.910,0.910
30,43,365.867,391.755,0.756,2.208,0.453,0.860
31,82,142.665,394.865,0.983,1.088,0.919,0.937
32,94,13.644,407.471,0.985,1.261,0.793,0.926
33,122,185.966,413.870,0.629,2.893,0.346,0.808
34,80,380.052,411.322,1.000,1.035,0.966,0.930
35,82,328.204,412.741,0.983,1.080,0.926,0.932
36,122,479.992,429.736,0.541,3.995,0.250,0.824
37,76,117.931,451.854,0.980,1.099,0.910,0.916
38,92,465.788,452.310,0.692,2.499,0.400,0.864
39,67,141.050,454.123,1.000,1.245,0.803,0.937
