 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,93,174.739,21.714,0.975,1.077,0.928,0.912
2,57,365.019,71.772,0.967,1.252,0.799,0.898
3,63,472.260,90.732,1.000,1.096,0.912,0.913
4,98,397.585,92.462,0.993,1.048,0.954,0.929
5,85,203.129,108.948,0.968,1.069,0.936,0.909
6,70,47.457,116.064,0.839,1.814,0.551,0.892
7,81,413.171,122.875,0.971,1.017,0.983,0.926
8,79,302.991,124.688,1.000,1.063,0.940,0.924
9,98,320.152,129.109,0.506,3.832,0.261,0.740
10,75,252.895,128.574,1.000,1.107,0.903,0.932
11,89,343.143,152.485,0.965,1.095,0.913,0.904
12,82,135.849,154.235,1.000,1.081,0.925,0.932
13,91,197.701,165.754,0.637,2.500,0.400,0.897
14,94,55.599,189.493,0.596,2.761,0.362,0.793
15,68,201.409,193.831,0.962,1.288,0.777,0.901
16,61,227.991,201.393,0.992,1.071,0.934,0.910
17,80,134.862,205.528,0.944,1.349,0.741,0.904
18,67,204.481,210.747,0.948,1.343,0.745,0.912
19,92,210.115,225.728,0.501,4.136,0.242,0.811
20,79,489.273,229.048,0.982,1.113,0.898,0.924
21,81,81.210,232.361,0.643,2.251,0.444,0.848
22,71,163.268,281.183,0.951,1.068,0.937,0.882
23,78,338.601,309.148,0.955,1.087,0.920,0.886
24,83,151.192,312.175,1.000,1.026,0.975,0.938
25,90,306.416,351.541,0.912,1.451,0.689,0.918
26,60,319.032,365.420,0.993,1.206,0.829,0.923
27,117,342.872,369.544,0.998,1.095,0.913,0.955
28,111,301.529,371.341,0.907,1.437,0.696,0.925
29,80,142.510,395.837,0.944,1.080,0.926,0.889
30,81,314.834,396.950,1.000,1.022,0.979,0.936
31,61,273.776,398.521,0.951,1.408,0.710,0.897
32,66,260.818,407.410,0.934,1.443,0.693,0.904
33,142,185.381,414.472,0.372,5.734,0.174,0.686
34,112,479.809,429.527,0.529,4.126,0.242,0.827
35,88,144.017,438.780,0.922,1.280,0.781,0.893
36,85,465.586,451.569,0.686,2.838,0.352,0.867
37,95,20.730,453.863,0.919,1.326,0.754,0.909
38,71,118.331,453.427,1.000,1.059,0.944,0.953
39,93,159.685,454.659,0.943,1.192,0.839,0.921
40,64,140.282,454.389,0.974,1.417,0.706,0.962
41,79,23.786,495.802,0.982,1.032,0.969,0.924
