 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,93,350.507,46.533,1.000,1.062,0.941,0.921
2,80,397.498,72.716,0.850,1.896,0.527,0.930
3,56,360.550,70.948,0.967,1.401,0.714,0.918
4,82,49.570,116.230,0.670,2.889,0.346,0.877
5,105,320.103,129.152,0.542,3.628,0.276,0.764
6,112,419.584,124.138,0.616,3.151,0.317,0.868
7,89,135.868,154.475,1.000,1.125,0.889,0.932
8,58,195.807,163.036,0.789,1.995,0.501,0.872
9,141,183.765,177.257,0.599,3.319,0.301,0.890
10,118,58.760,190.900,0.434,4.701,0.213,0.686
11,75,197.646,198.693,0.867,1.933,0.517,0.920
12,66,229.167,201.247,1.000,1.035,0.967,0.930
13,75,52.689,204.428,0.983,1.186,0.843,0.938
14,65,205.225,211.352,0.997,1.359,0.736,0.909
15,84,422.106,214.148,0.924,1.647,0.607,0.923
16,98,210.594,226.018,0.492,4.315,0.232,0.824
17,102,85.007,232.768,0.473,3.652,0.274,0.764
18,125,304.764,318.572,0.841,1.765,0.567,0.929
19,50,286.324,340.214,0.962,1.481,0.675,0.917
20,216,311.978,352.800,0.317,6.541,0.153,0.695
21,154,299.803,365.107,0.621,3.123,0.320,0.851
22,89,115.430,361.860,1.000,1.108,0.903,0.942
23,63,492.361,374.715,0.983,1.144,0.874,0.906
24,86,500.258,391.521,0.821,1.987,0.503,0.896
25,84,311.142,390.777,1.000,1.047,0.955,0.944
26,62,13.514,392.245,1.000,1.254,0.797,0.919
27,87,143.131,398.753,0.912,1.577,0.634,0.916
28,69,274.784,399.136,0.827,1.728,0.579,0.914
29,70,260.310,407.465,0.870,1.837,0.544,0.915
30,148,185.667,414.954,0.339,6.710,0.149,0.684
31,123,479.915,430.110,0.533,4.160,0.240,0.826
32,49,160.106,432.357,0.988,1.322,0.756,0.907
33,75,157.450,448.535,0.797,1.960,0.510,0.920
34,99,465.330,451.780,0.618,2.842,0.352,0.825
35,76,140.821,455.678,0.911,1.379,0.725,0.910
36,79,119.248,461.439,0.982,1.139,0.878,0.919
37,66,31.252,466.406,0.763,1.959,0.511,0.904
38,102,11.794,476.940,0.834,1.908,0.524,0.919
39,88,24.493,496.198,0.968,1.375,0.727,0.931
40,41,128.148,497.459,0.884,1.743,0.574,0.901
41,96,214.207,501.859,0.552,3.432,0.291,0.800
