 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,89,239.052,39.307,0.933,1.088,0.919,0.908
2,73,142.075,44.724,0.994,1.084,0.922,0.918
3,79,354.926,58.059,0.982,1.071,0.933,0.913
4,60,366.260,73.121,0.976,1.284,0.779,0.896
5,93,142.944,73.970,0.988,1.089,0.918,0.949
6,86,275.206,83.860,0.980,1.079,0.927,0.925
7,67,46.718,115.755,0.964,1.301,0.769,0.931
8,81,413.567,122.135,0.991,1.060,0.944,0.905
9,100,321.111,130.034,0.528,3.557,0.281,0.755
10,81,135.917,154.956,1.000,1.157,0.865,0.936
11,89,197.401,165.609,0.706,2.351,0.425,0.918
12,91,383.049,164.067,1.000,1.067,0.937,0.943
13,80,289.731,184.881,0.994,1.028,0.973,0.930
14,66,200.881,195.887,0.988,1.271,0.787,0.923
15,79,43.544,199.704,0.982,1.358,0.736,0.929
16,63,229.263,201.534,1.000,1.051,0.952,0.913
17,67,204.483,211.210,0.948,1.372,0.729,0.905
18,85,482.279,220.054,1.000,1.106,0.904,0.919
19,97,210.149,226.068,0.515,3.963,0.252,0.836
20,74,78.183,232.275,0.991,1.293,0.774,0.908
21,86,398.783,235.082,1.000,1.040,0.962,0.945
22,81,183.851,272.054,1.000,1.067,0.937,0.926
23,64,10.958,323.825,0.729,2.314,0.432,0.865
24,70,354.697,330.160,0.953,1.357,0.737,0.927
25,102,310.918,346.997,0.859,1.429,0.700,0.907
26,95,328.855,347.955,0.996,1.155,0.866,0.927
27,115,348.481,347.626,0.940,1.143,0.875,0.920
28,70,10.706,378.514,0.991,1.086,0.921,0.921
29,90,169.435,387.371,0.976,1.029,0.972,0.905
30,77,308.643,387.276,0.993,1.056,0.947,0.917
31,76,142.303,395.254,1.000,1.088,0.919,0.916
32,71,208.438,395.431,1.000,1.059,0.944,0.953
33,62,274.473,405.686,0.844,1.423,0.703,0.892
34,64,260.896,407.785,0.942,1.384,0.723,0.901
35,65,177.130,411.520,0.838,1.622,0.617,0.903
36,90,157.974,418.963,0.943,1.084,0.922,0.909
37,66,191.673,418.766,0.820,1.981,0.505,0.898
38,112,480.286,429.498,0.529,4.158,0.240,0.815
39,73,118.429,452.234,1.000,1.086,0.921,0.930
40,91,465.776,452.169,0.685,2.677,0.374,0.867
41,94,159.356,454.894,0.985,1.065,0.939,0.922
42,70,140.472,453.947,0.968,1.228,0.814,0.946
43,45,31.099,465.776,0.674,2.157,0.464,0.841
44,84,22.686,497.690,0.957,1.062,0.942,0.903
