 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,118,421.039,16.240,0.526,3.652,0.274,0.808
2,66,356.029,22.385,0.471,4.692,0.213,0.742
3,41,407.040,24.906,0.651,2.578,0.388,0.863
4,142,245.284,37.370,0.478,3.984,0.251,0.755
5,123,217.058,46.910,0.515,3.785,0.264,0.752
6,72,352.819,50.435,0.980,1.128,0.887,0.923
7,126,160.980,85.472,0.375,5.897,0.170,0.752
8,99,147.032,89.815,0.688,2.764,0.362,0.884
9,53,157.804,102.952,1.000,1.128,0.886,0.930
10,103,52.202,115.118,0.517,3.998,0.250,0.798
11,124,323.590,129.709,0.518,3.613,0.277,0.795
12,114,424.147,127.861,0.452,4.803,0.208,0.763
13,110,208.024,132.434,0.560,1.279,0.782,0.738
14,105,415.793,136.735,0.353,5.517,0.181,0.612
15,120,136.434,154.784,0.647,2.773,0.361,0.879
16,46,437.261,148.540,0.992,1.281,0.781,0.920
17,117,416.781,153.136,0.653,2.721,0.367,0.839
18,98,194.420,165.327,0.686,2.685,0.372,0.912
19,208,183.484,180.700,0.336,2.178,0.459,0.591
20,128,56.902,193.030,0.434,4.706,0.213,0.744
21,93,203.444,213.395,0.833,1.936,0.517,0.903
22,120,252.830,219.375,0.523,3.861,0.259,0.769
23,137,87.035,231.880,0.456,4.218,0.237,0.774
24,69,221.142,232.415,1.000,1.072,0.933,0.914
25,40,144.188,326.348,0.953,1.241,0.806,0.879
26,46,188.976,330.775,0.443,4.036,0.248,0.754
27,46,281.086,348.556,1.000,1.153,0.867,0.929
28,64,364.897,374.726,0.490,4.309,0.232,0.785
29,144,330.555,385.644,0.406,5.006,0.200,0.716
30,168,266.368,401.345,0.413,5.075,0.197,0.724
31,119,142.245,399.641,0.600,3.245,0.308,0.832
32,180,185.172,414.302,0.378,6.022,0.166,0.732
33,130,310.359,413.246,0.533,3.442,0.290,0.754
34,131,383.937,419.909,0.645,2.924,0.342,0.873
35,146,477.289,434.444,0.515,4.129,0.242,0.849
36,161,158.491,450.679,0.362,5.811,0.172,0.742
37,192,133.020,461.732,0.359,6.087,0.164,0.699
38,137,14.672,466.454,0.478,3.882,0.258,0.787
39,54,129.151,495.101,0.842,1.767,0.566,0.885
40,85,112.195,497.828,1.000,1.098,0.911,0.919
41,108,214.349,500.603,0.636,3.187,0.314,0.818
