 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,78,328.140,7.913,0.969,1.097,0.911,0.918
2,96,119.899,14.899,1.000,1.221,0.819,0.932
3,88,279.902,41.850,0.982,1.055,0.948,0.951
4,58,364.627,71.135,1.000,1.401,0.714,0.928
5,68,465.298,82.572,1.000,1.080,0.926,0.932
6,100,348.631,98.802,0.967,1.089,0.918,0.913
7,71,45.893,112.454,1.000,1.173,0.852,0.928
8,83,281.887,118.286,1.000,1.069,0.935,0.938
9,83,410.507,121.210,1.000,1.101,0.909,0.917
10,104,321.526,130.428,0.577,3.352,0.298,0.773
11,86,474.888,129.145,1.000,1.025,0.976,0.945
12,41,271.021,133.329,0.976,1.259,0.794,0.891
13,88,136.279,154.697,0.988,1.132,0.883,0.907
14,99,197.110,165.541,0.732,2.150,0.465,0.908
15,93,357.568,163.337,0.975,1.070,0.934,0.921
16,78,30.993,179.549,1.000,1.103,0.907,0.951
17,71,207.831,182.319,0.966,1.060,0.943,0.916
18,67,228.830,200.695,0.987,1.075,0.930,0.899
19,71,204.105,210.863,0.951,1.274,0.785,0.893
20,70,17.416,217.507,1.000,1.032,0.969,0.946
21,85,157.530,225.836,0.968,1.111,0.900,0.919
22,98,210.108,226.003,0.521,3.899,0.256,0.841
23,94,307.120,276.948,0.953,1.117,0.895,0.922
24,80,341.133,288.985,0.994,1.176,0.851,0.930
25,126,301.071,303.064,0.721,2.055,0.487,0.851
26,123,326.446,301.159,0.993,1.109,0.902,0.932
27,85,157.964,337.206,1.000,1.064,0.940,0.950
28,75,184.890,344.640,1.000,1.123,0.890,0.943
29,91,137.591,367.981,1.000,1.149,0.871,0.943
30,83,284.847,372.153,1.000,1.066,0.938,0.938
31,133,253.135,382.155,0.582,3.195,0.313,0.780
32,72,8.940,378.754,0.980,1.095,0.913,0.923
33,84,142.905,395.213,1.000,1.082,0.924,0.944
34,98,23.834,405.945,0.980,1.139,0.878,0.916
35,129,185.483,412.667,0.451,3.658,0.273,0.679
36,124,479.973,429.690,0.510,4.068,0.246,0.818
37,98,160.739,432.818,0.980,1.117,0.895,0.912
38,101,311.417,447.843,0.946,1.518,0.659,0.931
39,77,118.202,448.820,0.957,1.099,0.910,0.901
40,93,465.832,452.127,0.700,2.609,0.383,0.849
41,71,141.012,453.619,1.000,1.186,0.843,0.916
42,79,448.179,495.104,0.982,1.113,0.898,0.924
