 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,69,438.529,9.539,1.000,1.000,1.000,0.945
2,77,489.974,18.211,0.957,1.064,0.940,0.901
3,76,196.048,22.372,0.980,1.090,0.917,0.905
4,80,424.917,55.432,1.000,1.119,0.894,0.958
5,53,365.162,72.393,0.975,1.328,0.753,0.930
6,64,43.223,114.058,1.000,1.113,0.899,0.955
7,80,414.498,122.051,0.979,1.083,0.924,0.899
8,99,321.317,130.424,0.611,3.033,0.330,0.808
9,70,28.592,139.553,0.991,1.032,0.969,0.921
10,88,336.654,143.646,0.968,1.139,0.878,0.926
11,83,136.668,154.713,0.980,1.162,0.861,0.912
12,84,156.727,159.124,0.992,1.074,0.931,0.913
13,95,197.720,166.052,0.754,2.067,0.484,0.913
14,69,283.077,169.833,0.976,1.205,0.830,0.908
15,76,212.338,175.040,1.000,1.110,0.901,0.938
16,62,228.747,201.216,0.967,1.070,0.935,0.905
17,66,204.055,210.992,0.934,1.282,0.780,0.904
18,96,209.853,226.188,0.536,3.920,0.255,0.824
19,94,301.603,237.737,0.985,1.055,0.948,0.917
20,68,147.526,237.218,0.978,1.090,0.917,0.932
21,123,265.360,243.346,0.993,1.118,0.895,0.932
22,115,238.194,249.808,0.795,1.920,0.521,0.902
23,99,166.586,262.404,0.898,1.662,0.602,0.930
24,85,111.241,264.772,0.968,1.104,0.906,0.919
25,87,117.121,290.040,0.991,1.089,0.918,0.921
26,80,281.890,307.797,0.994,1.019,0.982,0.920
27,47,350.620,354.938,0.993,1.117,0.895,0.895
28,91,162.337,366.941,1.000,1.099,0.910,0.943
29,73,10.749,378.670,0.994,1.086,0.921,0.930
30,81,142.760,395.133,1.000,1.056,0.947,0.926
31,76,360.832,404.093,0.980,1.032,0.969,0.905
32,91,15.811,407.998,0.954,1.216,0.822,0.910
33,115,185.595,414.290,0.608,2.826,0.354,0.799
34,79,336.188,411.703,0.947,1.034,0.967,0.919
35,115,480.007,429.961,0.543,4.014,0.249,0.821
36,74,118.119,450.989,0.920,1.120,0.893,0.892
37,87,465.778,452.446,0.655,2.548,0.392,0.829
38,67,141.059,454.078,1.000,1.245,0.803,0.937
