 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,92,188.561,46.086,0.978,1.115,0.897,0.939
2,76,111.650,60.889,0.980,1.045,0.957,0.905
3,77,309.931,66.042,0.993,1.024,0.977,0.911
4,95,138.566,71.733,0.996,1.099,0.910,0.922
5,59,365.724,72.892,0.959,1.297,0.771,0.901
6,65,47.020,116.641,0.935,1.602,0.624,0.935
7,87,254.453,121.918,0.991,1.079,0.927,0.930
8,85,413.410,122.904,0.968,1.082,0.924,0.919
9,99,320.751,130.089,0.541,3.823,0.262,0.767
10,99,383.259,154.571,1.000,1.033,0.968,0.934
11,83,136.391,154.898,0.980,1.129,0.886,0.907
12,93,197.076,165.963,0.708,2.218,0.451,0.886
13,71,477.245,172.923,1.000,1.083,0.923,0.928
14,85,53.226,189.020,0.786,1.789,0.559,0.867
15,65,202.398,195.195,0.973,1.284,0.779,0.915
16,83,273.641,197.792,0.946,1.076,0.929,0.907
17,63,227.969,202.220,0.983,1.038,0.964,0.920
18,70,204.333,211.276,0.953,1.387,0.721,0.915
19,77,307.888,218.666,0.993,1.081,0.925,0.911
20,81,481.050,221.065,1.000,1.117,0.895,0.936
21,96,209.888,226.088,0.523,3.918,0.255,0.821
22,78,78.717,232.597,0.876,1.407,0.711,0.886
23,91,365.437,255.583,0.987,1.071,0.933,0.910
24,80,155.160,275.102,0.994,1.094,0.914,0.930
25,80,352.392,339.958,0.979,1.082,0.924,0.899
26,94,306.657,351.023,0.953,1.308,0.764,0.926
27,65,17.195,357.516,0.756,2.476,0.404,0.867
28,89,329.187,361.671,0.979,1.131,0.884,0.922
29,117,343.075,373.181,0.956,1.108,0.903,0.936
30,75,11.236,378.358,1.000,1.103,0.906,0.909
31,89,162.100,393.778,0.946,1.096,0.912,0.927
32,84,142.443,395.939,0.992,1.132,0.884,0.913
33,75,197.675,403.853,0.953,1.102,0.908,0.882
34,83,308.325,404.878,0.995,1.069,0.935,0.938
35,65,276.175,406.758,0.920,1.493,0.670,0.890
36,65,261.463,408.518,0.920,1.647,0.607,0.915
37,145,185.023,415.195,0.396,5.254,0.190,0.687
38,117,480.073,429.983,0.507,4.252,0.235,0.810
39,88,157.801,438.252,0.922,1.127,0.887,0.903
40,92,465.675,452.318,0.692,2.677,0.374,0.860
41,74,118.510,453.848,1.000,1.080,0.926,0.925
42,73,140.455,454.809,0.942,1.225,0.817,0.890
43,93,159.417,456.620,0.956,1.154,0.867,0.939
44,53,30.775,465.416,0.669,2.450,0.408,0.862
45,100,10.374,481.316,1.000,1.024,0.977,0.939
46,88,23.568,496.417,0.954,1.060,0.944,0.893
