 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,87,420.682,13.549,0.500,3.828,0.261,0.757
2,91,348.380,35.161,0.967,1.068,0.937,0.933
3,81,398.194,38.784,1.000,1.105,0.905,0.926
4,54,360.609,69.823,0.975,1.379,0.725,0.908
5,82,49.019,116.503,0.691,2.681,0.373,0.863
6,103,419.520,124.126,0.693,2.824,0.354,0.880
7,100,320.448,129.635,0.534,3.659,0.273,0.760
8,86,135.796,154.338,1.000,1.085,0.922,0.925
9,57,195.736,163.764,0.776,1.943,0.515,0.877
10,51,374.920,166.662,0.683,2.404,0.416,0.836
11,136,183.762,176.518,0.549,3.590,0.279,0.875
12,86,451.276,173.857,0.933,1.487,0.673,0.910
13,118,58.558,190.602,0.456,4.505,0.222,0.722
14,60,204.622,189.366,0.817,1.732,0.577,0.882
15,66,228.566,201.294,0.988,1.028,0.972,0.923
16,72,62.871,210.037,0.980,1.173,0.853,0.929
17,73,204.950,210.927,0.942,1.301,0.769,0.896
18,100,210.411,225.892,0.514,4.042,0.247,0.810
19,99,84.160,232.666,0.492,3.284,0.304,0.747
20,117,289.366,289.543,0.956,1.149,0.870,0.936
21,45,284.696,341.285,0.907,1.467,0.682,0.874
22,141,306.408,348.748,0.545,3.664,0.273,0.834
23,91,115.318,361.282,1.000,1.105,0.905,0.933
24,154,298.778,366.306,0.653,2.928,0.341,0.844
25,69,320.412,364.994,0.976,1.429,0.700,0.926
26,85,317.342,385.475,0.968,1.105,0.905,0.909
27,65,13.753,392.152,0.957,1.351,0.740,0.909
28,84,143.216,398.100,0.957,1.307,0.765,0.913
29,68,274.853,399.146,0.891,1.664,0.601,0.925
30,69,260.531,407.333,0.845,1.813,0.552,0.890
31,145,185.535,414.885,0.332,6.769,0.148,0.707
32,121,480.020,429.983,0.525,4.268,0.234,0.820
33,51,161.297,434.206,0.981,1.273,0.786,0.927
34,71,157.710,448.976,0.882,1.581,0.632,0.899
35,91,465.684,451.646,0.622,3.019,0.331,0.831
36,76,140.873,455.574,0.911,1.343,0.744,0.910
37,77,119.181,460.853,0.993,1.032,0.969,0.911
38,63,31.571,465.921,0.670,2.156,0.464,0.857
39,87,24.258,496.468,0.943,1.130,0.885,0.892
40,40,128.083,497.630,0.906,1.648,0.607,0.909
41,92,214.392,501.906,0.632,3.075,0.325,0.797
