 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,92,224.142,35.761,0.964,1.082,0.925,0.911
2,78,132.694,52.073,1.000,1.043,0.959,0.918
3,80,346.761,54.303,0.994,1.071,0.934,0.920
4,100,142.911,67.482,0.967,1.073,0.932,0.909
5,59,366.638,72.999,1.000,1.244,0.804,0.901
6,88,269.571,97.557,0.954,1.066,0.938,0.893
7,68,47.156,115.591,0.962,1.452,0.689,0.913
8,83,412.869,121.755,0.995,1.069,0.935,0.938
9,99,321.286,129.629,0.541,3.647,0.274,0.780
10,47,120.192,142.041,1.000,1.172,0.853,0.931
11,85,135.913,154.462,0.968,1.093,0.915,0.909
12,99,390.822,160.437,0.958,1.095,0.913,0.904
13,93,197.652,165.592,0.688,2.432,0.411,0.882
14,70,480.369,163.336,1.000,1.041,0.961,0.946
15,86,50.542,186.751,0.946,1.458,0.686,0.930
16,64,202.896,194.910,0.998,1.235,0.809,0.921
17,84,295.220,199.091,0.957,1.075,0.930,0.903
18,65,229.343,201.505,1.000,1.056,0.947,0.929
19,79,313.932,209.881,1.000,1.069,0.936,0.935
20,70,204.480,210.907,0.991,1.394,0.717,0.921
21,85,483.855,222.312,1.000,1.062,0.942,0.919
22,100,210.145,225.874,0.519,3.943,0.254,0.833
23,77,78.459,232.080,0.993,1.433,0.698,0.933
24,94,382.496,246.469,1.000,1.048,0.954,0.926
25,79,173.943,271.551,0.947,1.067,0.937,0.919
26,84,366.736,335.297,0.992,1.128,0.886,0.913
27,67,13.494,335.322,0.727,2.401,0.416,0.865
28,104,310.485,347.606,0.903,1.346,0.743,0.908
29,98,329.560,348.582,0.961,1.099,0.910,0.929
30,127,349.507,350.123,0.995,1.086,0.921,0.937
31,73,11.270,378.187,0.978,1.075,0.930,0.896
32,82,312.657,389.842,0.934,1.068,0.937,0.901
33,74,142.482,395.375,0.991,1.109,0.902,0.908
34,85,158.946,396.570,1.000,1.062,0.941,0.919
35,78,197.649,400.821,0.969,1.014,0.986,0.918
36,65,275.326,406.601,0.885,1.580,0.633,0.909
37,68,261.188,408.112,0.877,1.484,0.674,0.895
38,146,184.921,415.024,0.416,4.993,0.200,0.710
39,119,480.440,429.454,0.532,4.124,0.242,0.829
40,90,156.346,427.274,0.943,1.067,0.937,0.896
41,86,466.089,452.038,0.694,2.702,0.370,0.847
42,73,118.387,454.260,1.000,1.086,0.921,0.930
43,71,140.447,454.574,1.000,1.109,0.902,0.928
44,98,159.386,455.450,0.993,1.041,0.960,0.929
45,62,30.926,464.449,0.536,3.043,0.329,0.849
46,108,11.812,469.064,0.998,1.027,0.974,0.923
47,86,23.302,496.087,0.980,1.087,0.920,0.915
