 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,97,222.149,14.978,0.552,3.489,0.287,0.847
2,71,377.351,27.449,1.000,1.059,0.944,0.953
3,87,256.564,36.034,0.765,2.032,0.492,0.892
4,52,158.027,79.580,0.614,3.188,0.314,0.839
5,84,146.981,93.139,0.787,2.124,0.471,0.908
6,50,159.144,103.531,0.962,1.281,0.781,0.917
7,86,51.871,116.382,0.510,4.058,0.246,0.771
8,111,320.476,129.343,0.524,3.757,0.266,0.742
9,81,421.266,123.061,0.368,5.775,0.173,0.711
10,88,208.777,129.662,0.935,1.157,0.864,0.917
11,44,407.485,132.357,1.000,1.193,0.838,0.907
12,76,420.070,148.903,0.640,2.844,0.352,0.844
13,101,136.335,155.797,0.718,2.340,0.427,0.890
14,65,193.398,163.717,0.820,1.945,0.514,0.909
15,131,180.981,178.747,0.479,4.107,0.243,0.834
16,101,274.054,183.498,0.452,4.339,0.230,0.711
17,51,191.005,188.770,0.963,1.444,0.692,0.903
18,115,57.017,194.335,0.394,4.763,0.210,0.721
19,64,231.951,206.986,0.942,1.080,0.926,0.883
20,76,205.541,210.057,0.980,1.612,0.620,0.927
21,115,86.923,232.242,0.438,4.491,0.223,0.730
22,135,294.644,352.592,0.478,4.126,0.242,0.746
23,96,283.656,372.115,0.740,2.360,0.424,0.937
24,135,301.762,371.472,0.427,4.102,0.244,0.696
25,131,330.116,386.858,0.421,4.716,0.212,0.718
26,60,15.988,391.124,0.863,1.691,0.591,0.902
27,109,312.463,395.743,0.706,2.288,0.437,0.858
28,153,266.602,401.564,0.389,5.399,0.185,0.699
29,105,142.097,400.243,0.560,3.510,0.285,0.817
30,102,425.006,406.491,0.844,1.972,0.507,0.944
31,157,185.663,414.538,0.346,6.524,0.153,0.714
32,92,8.096,415.511,0.890,1.626,0.615,0.902
33,130,478.873,430.933,0.524,4.222,0.237,0.841
34,145,159.724,451.653,0.328,6.258,0.160,0.695
35,173,133.141,461.979,0.319,6.490,0.154,0.642
36,70,32.834,461.763,0.471,4.336,0.231,0.787
37,47,129.099,495.914,0.904,1.692,0.591,0.913
38,83,112.220,498.134,0.995,1.025,0.976,0.927
39,95,214.699,501.069,0.635,3.261,0.307,0.815
