 ,Area,XM,YM,Circ.,AR,Round,Solidity
1,73,53.992,18.763,0.994,1.104,0.906,0.930
2,76,329.205,26.494,0.996,1.069,0.936,0.938
3,92,162.264,46.194,1.000,1.106,0.904,0.939
4,57,364.513,71.578,0.943,1.351,0.740,0.919
5,84,203.806,105.969,1.000,1.047,0.955,0.933
6,101,397.218,112.340,0.990,1.032,0.969,0.935
7,73,47.253,116.120,0.862,1.723,0.580,0.885
8,68,480.468,119.596,1.000,1.028,0.973,0.938
9,89,413.384,123.616,0.965,1.029,0.972,0.899
10,97,320.439,129.246,0.530,3.849,0.260,0.779
11,81,261.152,149.132,0.956,1.101,0.909,0.910
12,78,300.510,149.510,0.955,1.160,0.862,0.891
13,85,136.097,154.181,0.935,1.137,0.880,0.914
14,95,198.249,166.253,0.622,2.712,0.369,0.896
15,90,349.195,184.479,0.976,1.119,0.894,0.909
16,94,55.164,189.202,0.661,2.559,0.391,0.847
17,63,202.404,195.906,0.983,1.278,0.782,0.920
18,63,228.139,201.384,1.000,1.008,0.992,0.926
19,67,204.523,210.964,0.948,1.372,0.729,0.905
20,83,489.021,225.679,1.000,1.027,0.973,0.917
21,95,210.181,225.707,0.517,3.912,0.256,0.805
22,80,80.628,232.165,0.784,1.849,0.541,0.889
23,77,139.677,238.787,0.957,1.036,0.965,0.911
24,73,159.928,319.584,0.994,1.097,0.911,0.930
25,81,338.387,336.848,0.956,1.097,0.912,0.895
26,83,149.940,346.300,1.000,1.069,0.935,0.938
27,93,307.010,351.073,0.943,1.369,0.731,0.930
28,59,318.945,365.221,1.000,1.252,0.799,0.937
29,125,343.190,369.118,0.980,1.096,0.912,0.933
30,111,301.670,370.750,0.907,1.478,0.677,0.929
31,79,142.739,396.031,1.000,1.052,0.951,0.924
32,62,273.673,399.106,0.928,1.398,0.715,0.919
33,82,312.737,400.062,1.000,1.005,0.995,0.943
34,65,260.751,407.475,0.957,1.409,0.710,0.897
35,143,185.207,414.507,0.375,5.668,0.176,0.692
36,117,480.196,429.343,0.518,4.161,0.240,0.807
37,92,150.914,438.793,0.964,1.156,0.865,0.925
38,90,465.792,452.016,0.658,2.796,0.358,0.857
39,77,118.535,454.090,1.000,1.089,0.918,0.945
40,78,140.654,454.356,0.969,1.237,0.808,0.912
41,95,159.952,454.912,0.963,1.176,0.851,0.927
42,59,30.932,464.958,0.658,2.467,0.405,0.868
43,100,11.120,472.450,1.000,1.140,0.877,0.922
44,87,23.611,495.939,0.957,1.081,0.925,0.921
